상병코드,상병명,상병명(영문)
M6785     ,윤활막 및 힘줄의 기타 명시된 장애/ 골반,Other specified disorders of synovium and tendon/ pelvis
M6785     ,윤활막 및 힘줄의 기타 명시된 장애/ 골반 부분 및 대퇴,Other specified disorders of synovium and tendon/ pelvic region and thigh
M6785     ,윤활막 및 힘줄의 기타 명시된 장애/ 대퇴골,Other specified disorders of synovium and tendon/ femur
M6785     ,윤활막 및 힘줄의 기타 명시된 장애/ 엉덩이,Other specified disorders of synovium and tendon/ buttock
M6785     ,윤활막 및 힘줄의 기타 명시된 장애/ 천장관절,Other specified disorders of synovium and tendon/ sacroiliac joint
M6786     ,윤활막 및 힘줄의 기타 명시된 장애/ 경골,Other specified disorders of synovium and tendon/ tibia
M6786     ,윤활막 및 힘줄의 기타 명시된 장애/ 무릎관절,Other specified disorders of synovium and tendon/ knee joint
M6786     ,윤활막 및 힘줄의 기타 명시된 장애/ 비골,Other specified disorders of synovium and tendon/ fibula
M6786     ,윤활막 및 힘줄의 기타 명시된 장애/ 아래다리,Other specified disorders of synovium and tendon/ lower leg
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 발가락,Other specified disorders of synovium and tendon/ toes
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 발목 및 발,Other specified disorders of synovium and tendon/ ankle and foot
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 발목관절,Other specified disorders of synovium and tendon/ ankle joint
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 발의 기타 관절,Other specified disorders of synovium and tendon/ other joints in foot
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 족근골,Other specified disorders of synovium and tendon/ tarsus
M6787     ,윤활막 및 힘줄의 기타 명시된 장애/ 중족골,Other specified disorders of synovium and tendon/ metatarsus
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 기타 부분,Other specified disorders of synovium and tendon/ other
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 늑골,Other specified disorders of synovium and tendon/ ribs
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 두개골,Other specified disorders of synovium and tendon/ skull
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 머리,Other specified disorders of synovium and tendon/ head
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 목,Other specified disorders of synovium and tendon/ neck
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 몸통,Other specified disorders of synovium and tendon/ trunk
M6788     ,윤활막 및 힘줄의 기타 명시된 장애/ 척주,Other specified disorders of synovium and tendon/ vertebral column
M6789     ,윤활막 및 힘줄의 기타 명시된 장애/ 상세불명 부분,Other specified disorders of synovium and tendon/ site unspecified
M679      ,윤활막 및 힘줄의 상세불명 장애,Disorder of synovium and tendon/ unspecified
M6790     ,윤활막 및 힘줄의 상세불명 장애/ 여러 부위,Disorder of synovium and tendon/ unspecified/ multiple sites
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 견갑골,Disorder of synovium and tendon/ unspecified/ scapula
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 견쇄관절,Disorder of synovium and tendon/ unspecified/ acromioclavicular joints
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 쇄골,Disorder of synovium and tendon/ unspecified/ clavicle
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 어깨관절,Disorder of synovium and tendon/ unspecified/ glenohumeral joints
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 어깨부분,Disorder of synovium and tendon/ unspecified/ shoulder region
M6791     ,윤활막 및 힘줄의 상세불명 장애/ 흉쇄관절,Disorder of synovium and tendon/ unspecified/ sternoclavicular joints
M6792     ,윤활막 및 힘줄의 상세불명 장애/ 상완골,Disorder of synovium and tendon/ unspecified/ humerus
M6792     ,윤활막 및 힘줄의 상세불명 장애/ 위팔,Disorder of synovium and tendon/ unspecified/ upper arm
M6792     ,윤활막 및 힘줄의 상세불명 장애/ 팔꿈치관절,Disorder of synovium and tendon/ unspecified/ elbow joints
M6793     ,윤활막 및 힘줄의 상세불명 장애/ 손목관절,Disorder of synovium and tendon/ unspecified/ wrist joints
M6793     ,윤활막 및 힘줄의 상세불명 장애/ 아래팔,Disorder of synovium and tendon/ unspecified/ forearm
M6793     ,윤활막 및 힘줄의 상세불명 장애/ 요골,Disorder of synovium and tendon/ unspecified/ radius
M6793     ,윤활막 및 힘줄의 상세불명 장애/ 척골,Disorder of synovium and tendon/ unspecified/ ulna
M6794     ,윤활막 및 힘줄의 상세불명 장애/ 손,Disorder of synovium and tendon/ unspecified/ hand
M6794     ,윤활막 및 힘줄의 상세불명 장애/ 손가락,Disorder of synovium and tendon/ unspecified/ fingers
M6794     ,윤활막 및 힘줄의 상세불명 장애/ 수근골,Disorder of synovium and tendon/ unspecified/ carpus
M6794     ,윤활막 및 힘줄의 상세불명 장애/ 이들 뼈간의 관절,Disorder of synovium and tendon/ unspecified/ joints between these bones
M6794     ,윤활막 및 힘줄의 상세불명 장애/ 중수골,Disorder of synovium and tendon/ unspecified/ metacarpus
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 고관절,Disorder of synovium and tendon/ unspecified/ hip (joint)
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 골반,Disorder of synovium and tendon/ unspecified/ pelvis
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 골반 부분 및 대퇴,Disorder of synovium and tendon/ unspecified/ pelvic region and thigh
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 대퇴골,Disorder of synovium and tendon/ unspecified/ femur
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 엉덩이,Disorder of synovium and tendon/ unspecified/ buttock
M6795     ,윤활막 및 힘줄의 상세불명 장애/ 천장관절,Disorder of synovium and tendon/ unspecified/ sacroiliac joint
M6796     ,윤활막 및 힘줄의 상세불명 장애/ 경골,Disorder of synovium and tendon/ unspecified/ tibia
M6796     ,윤활막 및 힘줄의 상세불명 장애/ 무릎관절,Disorder of synovium and tendon/ unspecified/ knee joint
M6796     ,윤활막 및 힘줄의 상세불명 장애/ 비골,Disorder of synovium and tendon/ unspecified/ fibula
M6796     ,윤활막 및 힘줄의 상세불명 장애/ 아래다리,Disorder of synovium and tendon/ unspecified/ lower leg
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 발가락,Disorder of synovium and tendon/ unspecified/ toes
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 발목 및 발,Disorder of synovium and tendon/ unspecified/ ankle and foot
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 발목관절,Disorder of synovium and tendon/ unspecified/ ankle joint
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 발의 기타 관절,Disorder of synovium and tendon/ unspecified/ other joints in foot
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 족근골,Disorder of synovium and tendon/ unspecified/ tarsus
M6797     ,윤활막 및 힘줄의 상세불명 장애/ 중족골,Disorder of synovium and tendon/ unspecified/ metatarsus
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 기타 부분,Disorder of synovium and tendon/ unspecified/ other
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 늑골,Disorder of synovium and tendon/ unspecified/ ribs
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 두개골,Disorder of synovium and tendon/ unspecified/ skull
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 머리,Disorder of synovium and tendon/ unspecified/ head
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 목,Disorder of synovium and tendon/ unspecified/ neck
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 몸통,Disorder of synovium and tendon/ unspecified/ trunk
M6798     ,윤활막 및 힘줄의 상세불명 장애/ 척주,Disorder of synovium and tendon/ unspecified/ vertebral column
M6799     ,윤활막 및 힘줄의 상세불명 장애/ 상세불명 부분,Disorder of synovium and tendon/ unspecified/ site unspecified
M68       ,달리 분류된 질환에서의 윤활막 및 힘줄의 장애,Disorders of synovium and tendon in diseases classified elsewhere
M680      ,결핵에서의 윤활막염 및 힘줄윤활막염(A18.0+),Synovitis or tenosynovitis in tuberculosis(A18.0+)
M680      ,달리 분류된 세균성 질환에서의 윤활막염 및 힘줄윤활막염,Synovitis and tenosynovitis in bacterial diseases classified elsewhere
M680      ,매독에서의 윤활막염 및 힘줄윤활막염(A52.7+),Synovitis or tenosynovitis in syphilis(A52.7+)
M680      ,임질에서의 윤활막염 및 힘줄윤활막염(A54.4+),Synovitis or tenosynovitis in gonorrhoea(A54.4+)
M688      ,달리 분류된 질환에서의 윤활막 및 힘줄의 기타 장애,Other disorders of synovium and tendon in diseases classified elsewhere
M70       ,사용/ 과용 및 압박에 관련된 연조직장애,Soft tissue disorders related to use/ overuse and pressure
M70       ,직업성 기원의 연조직장애,Soft tissue disorders of occupational origin
M700      ,손 및 손목의 만성 염발음윤활막염,Chronic crepitant synovitis of hand and wrist
M7000     ,손 및 손목의 만성 염발음윤활막염/ 여러 부위,Chronic crepitant synovitis of hand and wrist/ multiple sites
M7003     ,손 및 손목의 만성 염발음윤활막염/ 손목관절,Chronic crepitant synovitis of hand and wrist/ wrist joints
M7003     ,손 및 손목의 만성 염발음윤활막염/ 아래팔,Chronic crepitant synovitis of hand and wrist/ forearm
M7003     ,손 및 손목의 만성 염발음윤활막염/ 요골,Chronic crepitant synovitis of hand and wrist/ radius
M7003     ,손 및 손목의 만성 염발음윤활막염/ 척골,Chronic crepitant synovitis of hand and wrist/ ulna
M7004     ,손 및 손목의 만성 염발음윤활막염/ 손,Chronic crepitant synovitis of hand and wrist/ hand
M7004     ,손 및 손목의 만성 염발음윤활막염/ 손가락,Chronic crepitant synovitis of hand and wrist/ fingers
M7004     ,손 및 손목의 만성 염발음윤활막염/ 수근골,Chronic crepitant synovitis of hand and wrist/ carpus
M7004     ,손 및 손목의 만성 염발음윤활막염/ 이들 뼈간의 관절,Chronic crepitant synovitis of hand and wrist/ joints between these bones
M7004     ,손 및 손목의 만성 염발음윤활막염/ 중수골,Chronic crepitant synovitis of hand and wrist/ metacarpus
M7009     ,손 및 손목의 만성 염발음윤활막염/ 상세불명 부분,Chronic crepitant synovitis of hand and wrist/ site unspecified
M701      ,손의 윤활낭염,Bursitis of hand
M7010     ,손의 윤활낭염-다발부위,Bursitis of hand multiple sites
M7013     ,손의 윤활낭염-아래팔,Bursitis of hand forearm
M7014     ,손의 윤활낭염-손,Bursitis of hand hand
M7019     ,손의 윤활낭염-상세불명의 부위,Bursitis of hand site unspecified
M702      ,주두윤활낭염,Olecranon bursitis
M7020     ,팔꿈치머리 윤활낭염-다발부위,Olecranon bursitis multiple sites
M7022     ,팔꿈치머리 윤활낭염-위팔,Olecranon bursitis upper arm
M7023     ,팔꿈치머리 윤활낭염-아래팔,Olecranon bursitis forearm
M7029     ,팔꿈치머리 윤활낭염-상세불명의 부위,Olecranon bursitis site unspecified
M703      ,팔꿈치의 기타 윤활낭염,Other bursitis of elbow
M7030     ,팔꿈치의 기타 윤활낭염-다발부위,Other bursitis of elbow multiple sites
M7032     ,팔꿈치의 기타 윤활낭염-위팔,Other bursitis of elbow upper arm
M7033     ,팔꿈치의 기타 윤활낭염-아래팔,Other bursitis of elbow forearm
M7039     ,팔꿈치의 기타 윤활낭염-상세불명의 부위,Other bursitis of elbow site unspecified
M704      ,무릎뼈앞윤활낭염,Prepatellar bursitis
M7040     ,전 무릎뼈 윤활낭염-다발부위,Prepatellar bursitis multiple sites
M7046     ,전 무릎뼈 윤활낭염-아래다리,Prepatellar bursitis lower leg
M7049     ,전 무릎뼈 윤활낭염-상세불명의 부위,Prepatellar bursitis site unspecified
M705      ,무릎의 기타 윤활낭염,Other bursitis of knee
M7050     ,무릎의 기타 윤활낭염-다발부위,Other bursitis of knee multiple sites
M7056     ,무릎의 기타 윤활낭염-아래다리,Other bursitis of knee lower leg
M7059     ,무릎의 기타 윤활낭염-상세불명의 부위,Other bursitis of knee site unspecified
M706      ,대퇴골돌기윤활낭염,Trochanteric bursitis
M706      ,대퇴골돌기힘줄염,Trochanteric tendiniti
M7060     ,넙적다리돌기 윤활낭염-다발부위,Trochanteric bursitis multiple sites
M7065     ,넙적다리돌기 윤활낭염-골반 부위 및 허벅지,Trochanteric bursitis pelvic region and thigh
M7069     ,넙적다리돌기 윤활낭염-상세불명의 부위,Trochanteric bursitis site unspecified
M707      ,고관절의 기타 윤활낭염,Other bursitis of hip
M707      ,좌골윤활낭염,Ischial bursitis
M7070     ,엉덩관절부의 기타 윤활낭염-다발 부위,Other bursitis of hip multiple sites
M7075     ,엉덩관절부의 기타 윤활낭염-골반 부위 및 허벅지,Other bursitis of hip pelvic region and thigh
M7079     ,엉덩관절부의 기타 윤활낭염-상세불명의 부위,Other bursitis of hip site unspecified
M708      ,사용/ 과용 및 압박에 관련된 기타 연조직장애,Other soft tissue disorders related to use/ overuse and pressure
M7080     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 여러 부위,Other soft tissue disorders related to use/ overuse and pressure/ multiple sites
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 견갑골,Other soft tissue disorders related to use/ overuse and pressure/ scapula
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 견쇄관절,Other soft tissue disorders related to use/ overuse and pressure/ acromioclavicular joints
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 쇄골,Other soft tissue disorders related to use/ overuse and pressure/ clavicle
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 어깨관절,Other soft tissue disorders related to use/ overuse and pressure/ glenohumeral joints
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 어깨부분,Other soft tissue disorders related to use/ overuse and pressure/ shoulder region
M7081     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 흉쇄관절,Other soft tissue disorders related to use/ overuse and pressure/ sternoclavicular joints
M7082     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 상완골,Other soft tissue disorders related to use/ overuse and pressure/ humerus
M7082     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 위팔,Other soft tissue disorders related to use/ overuse and pressure/ upper arm
M7082     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 팔꿈치관절,Other soft tissue disorders related to use/ overuse and pressure/ elbow joints
M7083     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 손목관절,Other soft tissue disorders related to use/ overuse and pressure/ wrist joints
M7083     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 아래팔,Other soft tissue disorders related to use/ overuse and pressure/ forearm
M7083     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 요골,Other soft tissue disorders related to use/ overuse and pressure/ radius
M7083     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 척골,Other soft tissue disorders related to use/ overuse and pressure/ ulna
M7084     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 손,Other soft tissue disorders related to use/ overuse and pressure/ hand
M7084     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 손가락,Other soft tissue disorders related to use/ overuse and pressure/ fingers
M7084     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 수근골,Other soft tissue disorders related to use/ overuse and pressure/ carpus
M7084     ,사용/ 과용 및 압박에 관련된 기타 연조직장애/ 이들 뼈간의 관절,Other soft tissue disorders related to use/ overuse and pressure/ joints between these bones
